,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founders,Investor
1632,Hakuna Matata,Information Technology & Services,undisclosed,1000000,Chennai,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,1970,Gengarajan PV,Hardcastle Petrofer
1633,OneCard,Financial Services,undisclosed,76000000,Pune,India's finest and smartest metal credit card reimagined for the mobile generation.,1970,Rupesh Kumar Anurag Sinha Vibhav Hathi,Ocean View Investment QED Fund
1634,Doubtnut,EdTech,Series B,30000000,Gurugram,Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics Chemistry and Math.,1970,Aditya Shankar Tanushree Nagori,Omidyar Network Tencent Holdings
1636,Infra.Market,Construction,Series C,100000000,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,1970,Aaditya Sharda Souvik Sengupta,InnoVen Capital Nexus Venture Partners
1637,Comofi Medtech,HeathTech,undisclosed,200000,Bangalore,Comofi Medtech develops healthcare products using artificial intelligence augmented reality and IoT technologies,1970,Satish Kalme Kubasad Gururaj,CIIE.CO
1639,Kutuki,EdTech,Seed,2000000,Bangalore,Kutuki is a learning platform focused on children between the ages of three and seven.,1970,Bharath Bevinahally Sneha Sundaram,Omidyar Network India
1641,Eupheus,EdTech,Series B,4000000,Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,1970,Amit Kapoor Rohit Dhar Sarveshwar Shrivastava Ved Prakash Khatri,Yuj Ventures Sixth Sense Ventures
1642,KreditBee,FinTech,Series C,75000000,Bangalore,KreditBee is an Instant Personal Loan Platform for Young Professionals.,1970,Madhusudan Ekambaram,Premji Invest Mirae Asset Naver Asia Growth Fund Alpine Capital
1643,Pencil,Content publishing,Pre Series A,1000000,Mumbai,Pencil is a content publishing platform that enables writers to publish their work for free.,1970,Malini Nair Preeti Chib Swarup Nanda,Inflection Point Ventures SucSEED Venture Partners
1645,Marquee Equity,FinTech,undisclosed,3800000,Mumbai,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,1970,Ash Narain,Capital One Arrowroot Capital
1646,UptimeAI,AI startup,Seed,1500000,Bangalore,Enable true digital transformation with AI driven insights to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures,1970,Jagadish Gattu Vamsi Yalamanchili,YourNest Venture Capital
1647,WizKlub,EdTech,Pre Series A,800000,Bangalore,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,1970,Amit Bansal,Incubate Fund India
1648,Zolve,FinTech,Seed,15000000,Bangalore,Zolve Innovations operates as a neo-banking startup.,1970,Raghunandan G,Kunal Shah Greg Kidd
1649,MediBuddy,EdTech,Debt,3000000,Bangalore,MediBuddy is a digital healthcare platform for inpatient hospitalization outpatient services and corporate wellness benefits.,1970,Satish Kannan,InnoVen Capital TEAMFund
1650,Pariksha,EdTech,Pre Series A,2000000,Pune,Pariksha - The Sucess App India's largest vernacular test preparation company for the mobile 1st internet users of India.,1970,Deepak Choudhary Karanvir Singh Shekhawat Utkarsh Bagri Vikram Shekhawat,Venture Catalysts 9Unicorns Accelerator Fund
1651,Express Stores,E-commerce,Seed,1000000,Gurugram,Express Stores is a retail and omnichannel startup company,1970,Apoorv Jain Kartik Gupta,Venture Highway Rohit Bansal
1652,Avataar Ventures,FinTech,undisclosed,100000000,Bangalore,Avataar Venture Partners is a growth Capital Investment Firm.,1970,Mohan Kumar,
1654,Phable,HealthTech,Series A,12000000,Bangalore,Mobile App for Patients and Doctors,1970,Mukesh Bansal Prasanth Reddy Sumit Sinha,Fresco Capital Social Starts
1656,Supply6,Helathcare,Seed,100000,Bangalore,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,1970,Rahul Jacob Vaibhav Bhandari,Rohit Goutamchand India CXO Fund
1657,Swajal,Water purification,Pre Series A,1600000,Gurugram,Swajal uses clean solar energy to purify drinking water at an affordable rate.,1970,Advait Kumar Vibha Tripathi,Rajasthan Venture Capital Fund ACPL Exports
1658,BharatPe,FinTech,Series D,100000000,Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,1970,Ashneer Grover Shashvat Nakrani,Amplo Insight Partners
1659,Filo,EdTech,Pre-seed,260000,Delhi,Instant learning platform for students while self study.,1970,Imbesat Ahmad Shadman Anwer,Better Capital
1660,Method & Madness,Real Estate,Seed,2000000,Mumbai,Method & Madness Technology operates as a real-estate tech company.,1970,Aditya Jhaveri,Justin Mateen
1661,EduFund,FinTech,Pre-seed,300000,Gujarat,Changing the way Indians evaluate and plan higher education,1970,Arindam Sengupta Eela Dubey,View Trade Holding Corp
1662,Pepperfry,E-commerce,Debt,30000000,Mumbai,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,1970,Ambareesh Murty Ashish Shah,InnoVen Capital Bertelsmann India Investments
1663,Zingavita,HealthTech,undisclosed,400000,Chandigarh,Explore a range of kids nutrition supplements formulated using highest quality ingredients that are Deliciously Healthy and super fun to consume.,1970,Rohit Anand Sachin Goel,Anicut Angel Fund
1665,VerSe Innovation,Innovation Management,Series H,1000000000,Bangalore,Owner of Dailyhunt App and I-Pay,1970,Virendra Gupta,Canaan Valley Capital Glade Brook Capital Partners
1666,Supersourcing,Software company,Seed,200000,Indore,Build your next app or website with our exclusive network of certified IT companies.,1970,Mayank Pratap Singh Aditi Chaurasia,Vijay Shekhar Sharma Dr Ritesh Malik
1667,AutomataPi,Automation,Seed,400000,Powai,AutomataPi is a next generation cognitive business process automation engine.,1970,Devesh Rao Manjeet Khopkar Rahul Hattangdi,Indian Angel Network
1668,Newton School,EdTech,Series A,5000000,Bangalore,Newton School is a platform to learn and develop skills that you need for your best Tech career.,1970,Nishant Chandra Siddharth Maheshwari,RTP Global Harshil Mathur
1669,TenderCuts,Food Industry,undisclosed,15000000,Chennai,TenderCuts is an online meat shop that delivers antibiotic-free hygienic and farm fresh chicken free range goat and seafood.,1970,Nishanth Chandran,Paragon Partners NABVENTURES
1670,Siply,FinTech,Seed,1000000,Bangalore,Siply Services operates as a micro-savings platform.,1970,Sousthav Chakrabarty Anil Bhat,Inflection Point Ventures
1671,SarvaGram,FinTech,Series B,10000000,Mumbai,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,1970,Utpal Isser Sameer Mishra,Elevation Capital
1672,Unlu,Celebrity Engagement,Seed,1000000,Gurugram,Personalised Video Shoutout from top celebrities,1970,Akshay Pruthi Anurag Dalia Himanshu Periwal Vipul Agrawal,EXPERT DOJO
1673,GlobalFair,Trading platform,Seed,2000000,Gurugram,One-stop solution for all your procurement needs,1970,Ashish Chandra Shaily Garg,Saama Capital India Quotient
1674,Eduvanz,FinTech,Debt,10000000,Mumbai,Eduvanz is new innovative finance company which is completely revolutionizing the student loan market.,1970,Atul Sashittal Raheel Shah Varun Chopra,InCred Financial Services Vivriti Capital Northern Arc Capital
1675,OwO,E-commerce,undisclosed,200000,Gurugram,Shop packaged drinking water beverages from your favorite brands i.e. Kinley Bisleri Aquafina Coca-cola Pepsi etc,1970,Hardev Sahu,ah! Ventures
1676,Progcap,FinTech,Debt,1000000,Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,1970,Pallavi Shrivastava Himanshu Chandra,Somak Ghosh M V Nair
1677,ABL Workspaces,Hospitality,Pre Series A,600000,Delhi,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,1970,Ankur Gupta Akshita Gupta,Wurk
1678,Nazara Technologies,Gaming,undisclosed,10000000,Mumbai,Nazara Technologies develops mobile content such as games themes wallpapers and multimedia.,1970,Nitish Mittersain,Plutus Wealth Management Turtle Entertainment
1679,Scentials,Personal Care,undisclosed,6000000,Mumbai,Scentials is building a unique beauty brands studio platform,1970,Mahesh Bhupathi Jinesh Mehta,Ambiga Subramanian Goutham Ekollu
1680,SplashLearn,EdTech,Series C,18000000,Gurugram,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,1970,Arpit Jain Joy Deep Nath Mayank Jain Umang Jain,Accel Owl Ventures
1681,Maya,HealthTech,Seed,2200000,Bangalore,Maya enables women to keep track of their health via a mobile application.,1970,John Paul,Rajan Anadan
1682,GoTo,Transportation,undisclosed,150000,Ghaziabad,Real Time Intercity City Transit Platform For 1.25 Bn People In India,1970,Akhilesh Sagar Harsh Vardhan Sharma,Jesse Lucas
1683,MediBuddy,HealthTech,Series B,40000000,Bangalore,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,1970,atish Kannan Enbasekar,IDFC Private Equity Bessemer Venture Partners
1684,Zetwerk,E-commerce,Series D,120000000,Bangalore,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,1970,Amrit Acharya Rahul Sharma Srinath Ramakkrushnan Vishal Chaudhary,Sequoia Capital India Accel
1685,Remedico,Healthcare,undisclosed,500000,Hyderabad,Remedico is a Mobile healthcare,1970,Ranjit Bhatia,Venture Catalysts Tahseen Consulting
1687,SATYA MicroCapital,FinTech,undisclosed,20000000,Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,1970,Vivek Tiwari,BlueOrchard Finance S A Gojo & Company
1688,YourPhysio,HealthTech,Pre-seed,350000,Nagpur,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,1970,Dr Sheetal Mundhada Ashutosh Mundhada,Better Capital Titan Capital
1689,Aviom Housing Finance,FinTech,Debt,1000000,Delhi,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,1970,Kajal Ilmi,Gojo & Company
1690,Hemp Horizons,Cannabis startup,Seed,200000,Noida,Cannabis and Hemp company,1970,Rohit Shah,Mumbai Angels
1691,MPL,Gaming,undisclosed,95000000,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,1970,Sai Srinivas Kiran G Shubham Malhotra,Pegasus Tech Ventures Base Partners
1692,Koo,Blogging,Series A,4100000,Bangalore,Koo App operates as a microblogging app.,1970,Mayank Bidawatka Aprameya Radhakrishna,3one4 Capital Accel
1693,InnerHour,Healthcare,Series A,5200000,Mumbai,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,1970,Amit Malik,Hitesh Oberoi Lightbox
1694,Origo,AgriTech,Debt,10000000,Gurugram,Origo Commodities a complete post-harvest management financial solution for agricultural commodities.,1970,Sunoor Kaul Mayank Dhanuka,YES Bank
1696,Elucidata,BioTechnology,Pre Series A,5000000,Delhi,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,1970,Abhishek Jha Richard Kibbey Swetabh Pathak,Hyperplane Venture Capital
1697,Saveo,HealthTech,Seed,4000000,Bangalore,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,1970,Amit Kumar Anurag Savarnya Shivansh Shrivastava Vivek Jaiswal,Matrix Partners India RTP Global
1699,DotPe,FinTech,Seed,8000000,Gurugram,DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery ordering and payments.,1970,Anurag Gupta Gyanesh Sharma Shailaz Nag,Info Edge Ruizheng Investment
1700,Taskmo,B2B Marketplace,undisclosed,1400000,Bangalore,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,1970,Prashant Janadari Naveen Ramchandra,Quess Corp India
1701,MasterMentors,EdTech,undisclosed,1500000,West Bengal,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,1970,Suraj Juneja Vijay Rachh and Aaquib Hussain,
1704,Ruptok,FinTech,undisclosed,10000000,Delhi,Ruptok operates as a fintech platform for gold loans,1970,Ankur Gupta Akshita Gupta Yashwardhan Aeren,Wurk
1706,SeeVC,Tech Startup,Seed,1000000,Delhi,Leverages artificial intelligence (AI) to build products for the education sector,1970,Shivam Sood Lark Aakarshan,Jimmy Singh
1707,Junio,EdTech,undisclosed,1000000,Delhi,Junio is a kids-focused digital pocket money-smart card.,1970,Shankar Nath,Kunal Shah Deepak Abbot
1708,VenWiz,B2B service,Seed,300000,Bangalore,Digitising the interactions between core industry and vendors for engineering services,1970,Rajesh Reddy Sandesh Paturi,Accel Nexus Venture
1709,Vista Rooms,Hospitality,undisclosed,1000000,Mumbai,"Vista Rooms is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""",1970,Amit Damani Ankita Sheth Pranav Maheshwari,Singapore Angel Network Artha India Ventures
1710,Makers Hive,Tech Startup,undisclosed,9000000,Hyderabad,Makers Hive has made it possible to bring the people with amputations together by developing a fully functional customizable,1970,Pranav Vempati,Starfish Growth Partners Investpad
1711,Headfone,Social audio,Seed,3000000,Bangalore,Headfone helps create and share the audio content with listeners.,1970,Pratham Khandelwal Yogesh Sharma,Hashed
1713,MPL,Gaming,undisclosed,5000000,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,1970,Sai Srinivas Kiran G Shubham Malhotra,Pegasus Tech Ventures Base Partners
1714,GrowFix,FinTech,Seed,2000000,Bangalore,Building high-yield Debt assets for retail investors,1970,Ajinkya Kulkarni Abhik Patel,Zerodha's Rainmatter Capital Better Capital
1715,Bombay Shaving Company,Fashion and lifestyle,undisclosed,6000000,Delhi,Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care beard care and skincare products.,1970,Deepu Panicker Raunak Munot Rohit Jaiswal Shantanu Deshpande,Sixth Sense Ventures Colgate Palmolive
1716,Dunzo,Delivery service,Series E,40000000,Bangalore,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,1970,Ankur Aggarwal Dalvir Suri Kabeer Biswas Mukund Jha,Lightbox Evolvence India Fund
